0	566
1	28
2	1682
5	548
7	1871
9	738
51	1215
56	1575
56	1574
58	834
61	1081
62	1532
63	816
63	815
64	1108
65	468
67	543
68	1185
69	1507
70	1834
151	1700
153	1490
154	1003
155	909
156	693
157	1343
159	850
161	451
164	1886
166	533
274	1654
275	1071
275	1072
276	950
276	951
279	680
279	681
283	1401
285	975
288	653
289	164
291	1659
291	1660
409	63
411	1697
411	1698
412	538
413	1338
413	1339
414	1727
414	1726
416	638
417	1258
418	232
418	231
419	1664
419	1663
419	1665
422	1814
426	44
427	457
428	1420
428	1417
429	404
429	405
431	592
533	726
533	725
535	95
537	557
538	1184
539	1610
540	1039
540	1040
541	723
542	1498
542	1497
543	1845
543	1844
545	275
546	1531
547	175
548	635
548	634
549	609
549	608
550	328
550	329
551	1187
551	1189
552	1194
553	180
554	928
554	929
554	930
555	1061
556	941
557	917
558	967
558	969
559	661
560	780
563	137
563	139
563	140
563	138
676	981
676	982
677	1030
678	1524
678	1525
679	61
680	1042
683	572
683	569
684	1823
684	1822
685	1631
685	1632
686	378
687	1149
688	947
688	949
689	957
690	245
692	376
692	377
693	1474
694	1533
694	1535
695	1121
696	340
696	341
696	339
697	1544
697	1542
697	1543
772	1799
772	1800
772	1798
773	1849
773	1848
774	1613
775	1677
775	1679
776	421
776	423
777	1786
778	1198
779	1244
780	1066
780	1067
781	1649
782	1705
782	1703
782	1704
783	370
784	1608
785	1483
786	204
787	1211
788	136
790	1830
790	1829
791	1303
791	1305
793	807
793	806
794	1514
868	420
869	223
870	1374
871	1336
871	1335
871	1334
872	1716
872	1718
873	464
876	1585
876	1586
876	1584
878	401
878	400
879	1407
880	502
885	1311
885	1312
886	677
887	1595
888	1511
889	1091
