10	912
11	1504
12	914
13	354
14	363
15	1073
16	1865
17	1895
18	1350
19	189
20	560
21	368
22	1862
23	831
24	739
25	991
26	1315
27	1394
28	1399
29	309
30	519
31	549
32	916
33	414
34	357
35	881
36	11
37	1776
38	228
39	411
40	1290
41	1866
42	367
43	1748
44	648
45	1653
46	185
47	683
48	604
49	587
67	517
67	515
67	516
67	518
72	1492
72	1493
73	644
74	1143
74	1142
75	642
76	958
76	959
77	1175
78	98
79	1503
80	583
80	584
81	331
81	332
82	931
82	932
83	719
84	1460
85	1397
85	1396
86	1268
86	1269
86	1267
87	257
88	761
89	264
90	317
91	565
92	737
93	1777
94	379
95	1448
95	1449
96	679
97	1770
98	1458
99	1838
100	1482
101	1070
102	826
102	827
103	27
103	26
104	773
105	1199
106	50
107	860
107	861
108	1364
108	1363
109	81
109	80
110	167
111	1854
111	1855
112	1456
112	1457
113	1558
114	556
115	814
115	813
116	1196
117	1505
118	1568
119	1259
119	1260
120	168
121	1388
121	1387
122	1517
122	1516
123	38
124	542
125	145
126	1551
126	1552
127	148
128	209
129	522
130	1134
131	1007
132	997
132	996
133	714
133	713
133	715
134	888
134	887
135	1452
136	1089
137	582
138	746
139	781
140	1222
140	1221
141	208
142	1226
143	1216
144	455
145	841
145	843
145	842
146	1291
147	374
148	856
148	855
149	1715
150	202
150	203
167	1461
168	1883
169	122
170	562
171	830
171	829
172	227
173	1161
174	399
175	762
176	1772
176	1771
177	333
177	334
178	261
178	262
179	1880
179	1879
180	294
180	293
181	707
181	708
182	1082
183	97
184	172
184	173
185	1706
186	787
187	1779
188	375
189	266
189	265
190	1593
190	1592
191	1579
191	1578
192	381
193	772
193	771
194	1289
194	1288
194	1287
195	1591
195	1590
196	1172
196	1173
197	496
197	495
198	631
198	632
199	441
199	440
200	390
201	1594
202	87
202	88
203	1079
203	1078
204	1190
205	0
206	1488
206	1489
207	1246
208	199
208	198
209	1624
209	1625
210	398
211	765
212	1120
212	1119
213	129
213	130
214	1635
214	1634
215	643
216	943
216	942
217	446
218	197
219	1740
220	978
220	977
220	976
221	397
222	1201
222	1202
223	210
223	211
224	1536
225	1123
225	1124
226	1588
226	1589
227	1623
227	1622
228	431
228	430
229	1055
230	695
231	682
232	1783
233	1569
234	1479
234	1480
235	607
236	364
237	1908
238	1877
239	1485
239	1484
240	1547
240	1545
240	1546
241	466
241	467
241	465
242	1550
242	1549
242	1548
243	1203
244	1882
244	1881
245	1023
246	617
247	330
248	263
249	1239
250	1615
251	1352
251	1353
252	156
253	91
253	90
254	1313
254	1314
255	778
256	1481
257	1351
258	1395
259	1214
260	1655
260	1656
261	687
262	1478
262	1477
263	1870
264	845
264	844
265	494
266	1565
267	1155
267	1156
267	1154
268	13
268	12
268	14
269	1344
269	1345
270	1412
271	1884
271	1885
272	953
294	1389
295	859
295	858
296	1000
297	1661
298	1780
299	1641
300	47
300	46
301	1044
301	1043
302	1538
302	1539
303	353
304	1739
305	667
305	666
305	665
305	664
306	1390
307	1356
307	1357
308	1749
309	764
309	763
310	201
310	200
311	1691
312	429
313	1856
314	1225
315	1251
315	1250
316	658
316	657
317	660
317	659
318	1541
318	1540
319	1599
320	1411
321	1204
321	1205
321	1206
322	724
323	69
324	766
324	767
325	1563
325	1562
326	541
327	1857
327	1858
327	1859
328	428
329	999
329	998
330	809
331	879
331	880
332	1086
332	1085
333	984
333	983
334	24
334	23
334	25
335	606
335	605
336	1466
337	1598
338	774
339	1423
340	181
340	182
341	1438
341	1437
342	99
343	1323
344	1218
344	1217
345	361
345	362
346	614
346	616
346	615
347	1515
348	258
348	259
349	602
349	601
349	600
349	603
349	386
349	385
350	269
350	270
351	1234
352	995
352	994
352	993
353	1224
353	1223
354	1266
354	1265
355	1020
356	1130
357	1257
357	1256
358	1097
358	1098
358	1099
359	194
360	568
360	567
361	849
361	848
362	1808
363	624
363	623
364	513
364	514
365	304
365	302
365	303
366	669
366	668
367	15
367	16
368	380
369	1813
369	1812
370	51
371	1341
372	1181
372	1182
373	1901
373	1900
373	1899
374	1002
374	1001
375	580
375	581
376	1459
377	1415
377	1416
378	236
378	237
379	913
380	163
381	279
382	790
382	789
382	788
383	111
384	1326
384	1327
385	1340
386	65
386	64
387	797
387	798
388	1793
388	1791
388	1792
389	1424
389	1425
389	1426
390	1832
390	1833
391	1868
391	1867
391	1869
392	1005
392	1006
393	460
394	1690
394	1689
395	1294
395	1293
396	1522
396	1520
396	1521
397	335
397	336
397	337
398	1662
399	1618
399	1619
400	1435
400	1434
401	1506
402	1193
402	1191
402	1192
403	794
403	795
404	1166
404	1167
405	523
406	1069
407	1157
433	1279
433	1278
433	1280
434	876
434	875
434	878
434	877
435	1148
435	1147
435	1146
436	1847
436	1846
437	1160
437	1159
437	1158
438	1688
439	360
440	1571
440	1570
441	290
441	289
442	311
442	310
442	312
443	611
443	610
444	2
444	1
445	903
445	902
445	901
446	1732
446	1731
447	60
447	59
448	151
449	526
450	1179
450	1178
451	1769
452	1873
452	1874
452	1872
453	188
454	1052
454	1054
454	1053
455	314
455	313
455	315
456	686
456	685
456	684
457	176
457	177
457	178
458	736
459	79
460	86
460	85
461	656
461	655
461	654
462	857
463	1409
463	1410
464	67
464	68
465	1468
465	1467
466	133
467	1076
467	1077
468	586
468	585
469	918
469	919
470	92
470	93
470	94
471	1115
471	1116
472	1302
473	1059
474	754
474	753
475	1101
475	1100
475	1102
475	1103
476	299
476	300
476	298
476	301
477	1295
478	836
478	835
479	435
480	74
480	75
480	76
481	1714
482	662
482	663
483	274
483	273
484	985
485	1476
485	1475
486	1051
486	1050
487	555
487	554
488	169
488	170
488	171
489	40
489	39
490	1404
490	1403
491	1033
491	1032
491	1031
492	242
492	244
492	243
493	449
493	448
493	447
494	886
494	885
494	884
495	1308
495	1307
495	1306
496	22
497	594
497	593
497	595
498	1629
498	1628
498	1627
498	1626
499	221
500	358
500	359
501	539
501	540
502	784
502	786
502	785
503	1220
503	1219
504	937
504	938
504	939
505	1816
505	1817
506	796
507	1090
508	1669
509	801
510	698
510	700
510	699
511	1743
511	1742
511	1741
512	1433
512	1432
513	345
513	344
513	346
514	1047
514	1048
514	1046
515	1227
516	1745
516	1744
517	101
517	100
518	883
518	882
519	442
520	1165
521	1554
521	1553
522	1645
522	1642
522	1644
522	1643
523	102
524	987
524	986
525	944
525	945
526	1687
527	316
528	413
528	412
529	463
529	462
529	461
530	1766
530	1765
531	1820
531	1818
531	1819
531	1821
532	246
532	247
561	711
561	712
562	260
563	530
564	1612
564	1611
565	297
565	295
565	296
566	33
566	32
566	31
566	30
566	29
567	42
568	394
568	393
569	1702
569	1701
570	561
571	238
571	239
572	1074
572	1075
573	1332
573	1331
574	18
574	17
575	320
576	1736
576	1737
576	1738
577	424
577	425
577	426
577	427
578	1324
578	1325
579	392
579	391
580	229
581	318
581	319
582	906
582	907
583	1723
583	1722
584	520
584	521
585	249
586	280
586	282
586	281
586	284
586	285
586	283
587	276
587	277
587	278
588	1495
589	286
589	287
589	288
590	1014
590	1013
591	1657
592	1362
592	1361
592	1360
593	492
593	493
594	1797
594	1794
594	1795
594	1796
595	1129
595	1128
596	1145
597	1064
597	1063
598	338
599	1537
600	1105
600	1104
600	1106
601	910
602	1526
602	1528
602	1527
603	384
604	487
605	1864
605	1863
606	1330
606	1329
606	1328
607	1471
607	1469
607	1470
608	874
608	873
609	1604
609	1603
609	1602
610	1176
610	1177
611	1620
611	1621
612	306
612	307
612	305
612	308
613	1753
614	342
614	343
615	224
616	1473
616	1472
617	897
617	896
618	1170
618	1171
619	1231
619	1230
619	1229
619	1228
620	558
621	19
621	20
621	21
622	628
622	629
622	630
623	744
623	745
624	751
624	750
625	709
626	453
626	454
626	452
627	149
627	150
628	1580
628	1581
628	1582
629	706
630	1037
630	1038
631	147
631	146
632	1614
633	89
634	824
634	823
634	825
635	1843
635	1842
635	1841
635	1840
636	1209
636	1208
636	1207
637	1370
637	1369
638	387
638	388
639	1836
639	1837
640	1576
640	1577
641	1022
641	1021
642	1713
642	1712
643	1761
643	1762
643	1760
644	10
644	9
645	66
646	1600
646	1601
647	389
648	1400
649	550
649	551
650	1113
650	1114
651	7
651	8
651	6
652	911
653	697
653	696
654	1281
655	1724
655	1725
656	704
656	705
656	703
657	292
657	291
658	702
658	701
659	822
659	821
659	819
659	820
660	1778
661	35
661	34
661	37
661	36
662	114
662	112
662	113
663	1564
664	792
664	793
665	905
665	904
666	674
666	675
667	248
668	1519
668	1518
669	1764
670	1366
670	1365
671	1773
671	1774
672	352
672	351
673	356
673	355
674	1346
674	1347
674	1348
698	728
698	727
699	1012
699	1011
699	1010
699	1009
699	1008
700	1421
700	1422
701	469
701	470
702	1253
702	1252
703	833
703	832
704	1462
704	1463
704	1464
704	1465
705	720
705	721
706	1652
706	1650
706	1651
707	804
707	803
707	802
708	1236
708	1235
708	1238
708	1237
709	970
709	971
710	1853
710	1852
711	690
711	689
711	688
712	256
712	255
712	254
712	253
713	716
713	717
713	718
714	1775
715	1377
715	1376
715	1378
716	107
716	108
717	534
717	535
718	127
718	128
719	641
719	639
719	640
720	1026
720	1025
720	1024
721	828
722	1162
722	1163
722	1164
723	1320
723	1321
723	1322
724	240
724	241
725	810
725	812
725	811
726	1316
726	1317
726	1318
726	1319
727	898
728	1790
729	123
729	124
729	125
729	126
730	613
730	612
731	507
732	458
732	459
733	840
733	838
733	839
734	531
734	532
735	673
736	894
736	895
737	83
737	82
737	84
738	925
738	926
738	927
739	1781
739	1782
740	499
740	500
741	729
741	731
741	730
742	1892
743	153
743	152
744	1096
744	1095
744	1094
745	1200
746	1233
746	1232
747	1441
747	1442
747	1443
748	1213
748	1212
749	373
750	1132
750	1133
750	1131
751	118
751	115
751	116
751	117
752	225
752	226
753	1169
753	1168
754	132
754	131
755	1851
755	1850
756	471
756	472
757	473
757	474
757	475
757	476
757	477
758	1056
758	1057
758	1058
759	1640
759	1639
759	1637
759	1638
759	1636
760	837
761	1675
761	1676
761	1674
762	187
762	186
763	1144
764	395
764	396
765	691
765	692
766	920
767	192
767	191
767	190
767	193
768	5
768	4
769	1693
