0	1554
1	430
2	594
3	955
6	597
7	571
44	848
44	847
45	217
46	904
47	1640
48	1605
48	1604
49	271
50	685
50	686
51	1017
52	456
55	1707
57	344
133	1096
134	1570
136	745
136	746
137	398
139	433
140	127
140	128
141	1273
142	1397
144	1065
145	341
148	1637
149	504
151	56
153	221
153	222
154	864
155	348
155	347
156	1115
245	1466
247	1503
250	52
250	51
251	704
254	1286
256	462
258	1210
258	1209
260	822
260	823
260	821
261	1431
261	1430
262	1532
263	1515
263	1514
265	1748
265	1747
266	945
267	1423
270	1608
271	1721
271	1720
366	744
367	647
368	1498
369	382
369	381
370	1154
370	1153
372	452
372	451
372	450
375	938
376	1741
378	1071
380	1340
380	1341
380	1342
381	245
382	304
383	1569
384	370
384	371
386	1230
386	1231
388	1214
389	1658
389	1659
390	957
390	958
487	135
488	147
489	1312
490	1553
491	1581
493	98
495	26
496	1572
497	1087
498	1412
498	1413
499	1289
499	1290
500	881
500	883
501	151
502	70
504	623
504	622
505	321
505	322
506	1090
507	917
511	1054
513	769
513	771
513	767
513	768
514	756
515	546
618	444
619	93
619	92
621	886
622	964
622	967
622	966
626	275
626	276
628	47
708	435
710	117
710	118
711	1257
712	213
714	1662
715	479
715	480
716	948
717	1366
718	1107
718	1108
718	1106
719	842
719	843
720	937
720	936
721	48
723	853
723	852
723	851
724	1507
725	778
726	290
727	283
803	1742
803	1743
804	720
804	719
805	441
805	440
806	1261
807	1225
807	1229
808	7
808	8
810	1293
813	577
814	1254
815	1471
815	1472
816	1223
