10	214
11	406
12	1711
13	1737
14	415
15	43
16	1705
17	1203
19	391
20	1389
21	755
22	277
23	963
24	1706
25	215
26	726
27	274
28	1239
29	695
30	854
31	253
32	1523
33	519
34	165
35	552
36	484
37	487
38	815
39	1279
40	465
41	1285
42	1112
43	119
69	1457
70	522
70	523
71	95
72	459
73	201
73	199
73	200
74	653
75	1282
76	1164
77	785
77	786
78	132
79	610
79	611
80	122
80	121
81	1690
82	952
82	951
83	1668
84	991
84	992
85	1098
86	130
86	131
87	713
87	714
88	1414
89	125
90	111
90	112
91	1686
92	50
93	1700
93	1699
94	1335
94	1336
95	1365
96	667
96	666
97	208
97	207
98	1377
98	1378
99	840
100	798
101	30
102	1421
103	115
103	116
104	1156
105	1452
106	1435
106	1436
107	1344
108	240
109	935
109	934
110	1327
110	1326
111	1636
112	545
113	146
114	339
115	229
116	1136
116	1137
116	1138
117	1256
118	191
119	69
120	1442
121	349
122	1043
122	1042
122	1041
123	1496
124	829
124	828
125	818
126	574
126	575
127	732
128	752
128	751
129	455
129	454
130	1119
130	1118
171	1447
172	1140
173	507
173	508
174	1253
175	1376
176	96
177	296
177	297
178	568
178	567
179	582
180	420
180	419
181	1236
182	855
182	856
183	978
183	979
183	980
184	1373
184	1374
184	1375
185	908
185	907
186	789
187	1260
188	532
189	1345
190	1143
191	126
192	1027
193	280
194	772
194	773
194	774
195	168
196	802
196	801
196	800
197	163
197	162
197	164
198	288
199	1722
200	1576
201	491
202	761
203	563
203	562
204	569
205	551
206	1117
207	1648
207	1647
208	1299
209	1362
209	1361
210	486
211	672
211	671
211	670
212	1715
213	1718
213	1719
214	1555
215	1368
215	1369
216	422
216	423
217	171
218	1469
218	1468
219	1103
220	77
221	1178
221	1179
222	1577
223	114
224	1244
224	1243
225	1075
225	1076
226	120
227	632
228	1364
228	1363
229	1281
229	1280
230	1527
230	1526
231	554
232	1093
232	1092
233	1504
234	1359
234	1360
235	181
235	180
235	182
236	367
237	42
237	41
238	1301
238	1302
238	1300
239	914
239	913
240	1609
241	783
241	784
242	1101
242	1102
243	1032
244	1714
285	1232
285	1233
285	1234
286	1724
286	1723
287	1560
288	1525
288	1524
289	712
290	287
290	286
290	285
291	517
291	518
292	716
292	715
293	825
293	824
294	1703
294	1702
294	1701
295	1321
295	1322
295	1323
296	1449
296	1448
297	648
297	649
298	538
298	537
