0	387
2	1663
2	19
8	1059
9	651
10	1651
10	1167
10	1166
11	287
12	919
13	808
14	1101
15	573
16	236
17	1291
18	464
20	1775
21	1087
22	473
23	1649
24	1194
25	1745
26	1558
27	1207
28	1458
29	1232
30	424
31	1693
32	445
33	1395
34	340
35	1780
36	766
37	64
38	1277
39	809
40	1247
41	546
42	1306
43	388
44	301
45	240
46	772
47	882
48	241
66	1280
67	513
68	1772
69	3
70	666
71	1468
72	1157
72	1156
73	1697
74	736
74	737
75	1774
75	1773
76	488
76	487
77	892
77	891
78	1622
79	295
80	1138
81	650
82	742
83	552
83	553
84	1056
85	18
86	1694
87	253
87	252
88	347
88	348
89	555
89	556
90	285
90	286
91	251
91	1103
91	1104
91	844
91	1216
92	1344
93	1184
93	1183
94	260
95	459
96	1655
96	1654
97	608
98	1206
99	142
100	433
100	432
101	545
101	544
102	1133
103	1030
104	1513
104	1088
104	1089
105	425
106	817
107	1560
108	839
109	27
110	1569
110	1568
111	183
112	116
113	220
114	226
115	1753
116	511
117	444
118	217
119	1411
120	1024
121	1746
121	1747
121	1748
122	1296
122	1295
123	1254
124	604
124	603
125	1197
126	564
127	752
127	751
128	63
129	864
130	669
131	1292
132	139
133	1300
133	1301
134	739
135	668
135	667
136	132
137	648
138	1032
139	679
139	678
140	1722
157	1474
157	1473
158	1346
158	1347
158	1345
159	726
160	1193
160	1192
161	567
162	1490
163	1455
163	1456
164	533
165	206
165	207
166	9
166	8
167	1031
168	1436
168	1435
169	405
170	395
170	396
171	140
172	87
172	1716
172	1717
173	1313
174	1084
174	1083
174	1082
174	1081
175	246
176	878
177	1394
177	1393
177	1365
177	1364
178	257
178	258
179	61
179	60
180	1102
181	869
181	868
182	634
183	779
183	778
183	777
184	392
185	1352
186	509
186	510
187	760
188	1165
189	1159
189	1158
190	1584
191	999
191	1000
191	998
192	798
192	799
192	797
193	34
194	1338
195	1438
196	453
196	454
196	452
197	1469
198	1656
199	354
200	837
200	838
201	565
201	566
202	1267
203	755
203	754
204	1593
204	1594
205	1459
206	850
207	1139
207	1140
208	1413
208	1412
209	885
210	1177
211	121
211	120
212	1771
212	1770
213	1514
214	1287
214	1286
214	1285
215	1423
215	1422
216	918
216	917
217	621
217	620
218	1342
218	1343
219	1657
219	1658
220	219
220	218
221	578
222	134
222	135
223	572
224	171
224	172
224	170
225	442
225	443
226	1570
227	1592
227	1591
227	638
228	261
229	416
230	1478
231	498
232	1161
232	1160
233	587
233	588
234	266
235	1487
235	1486
235	1485
236	152
236	151
237	133
238	1600
238	1601
239	865
240	1595
241	1263
242	362
242	361
243	1392
243	1391
244	554
245	325
245	324
245	323
246	478
247	202
247	201
248	1251
249	501
250	923
250	922
251	1757
252	1029
253	1388
253	1390
253	1387
253	1389
254	1182
278	1135
279	1384
279	1383
279	1382
280	1147
281	185
282	91
282	89
282	90
283	1208
283	1209
284	1257
284	1258
285	689
285	688
286	1115
286	1116
287	1045
287	1042
287	1043
287	1044
288	451
289	1378
289	1379
290	1294
290	1293
291	1544
291	1545
292	1523
292	1522
293	987
293	985
293	986
294	602
294	601
295	431
296	902
296	903
296	904
297	1376
297	1375
298	144
299	1311
299	1312
300	835
