1	489
3	1648
4	1253
9	651
49	1491
59	73
60	10
62	178
63	598
63	597
68	1772
71	1468
72	1156
74	736
75	1773
76	487
77	891
91	707
141	1021
144	137
150	341
151	1640
151	1639
153	641
154	45
155	1738
155	1740
159	726
160	1192
161	567
163	1456
164	533
258	823
258	824
259	1354
260	1766
260	1768
262	176
262	177
264	123
264	124
265	854
265	853
267	912
268	315
269	612
269	609
275	1489
275	1488
276	531
278	1758
280	1147
282	90
375	1149
375	1150
377	35
378	1743
380	1461
382	728
383	877
384	709
386	859
387	1359
389	26
389	25
393	1497
393	1498
394	1020
395	682
395	681
399	563
399	559
400	294
402	429
493	98
493	95
500	331
502	826
502	825
503	516
504	265
505	591
506	899
506	896
507	769
507	768
508	1096
509	41
509	42
512	966
513	130
514	1046
515	644
515	643
517	486
519	58
520	1009
522	1511
524	1125
526	165
526	1754
526	1756
527	211
528	599
535	417
537	1027
539	812
540	1095
544	1305
545	412
545	415
634	1606
636	1099
638	271
638	269
641	1242
645	1548
649	163
650	222
651	1687
652	716
654	828
654	831
655	1369
655	1366
656	1066
656	1067
656	1065
658	880
659	1074
659	1073
662	750
665	1372
665	1370
666	1052
667	958
668	1186
669	1105
671	1431
671	1432
673	1241
678	199
678	200
682	237
683	69
683	68
683	67
684	1480
684	1479
778	1269
778	1270
779	1273
779	1275
780	1531
781	1512
782	1669
784	744
784	746
784	745
785	787
785	790
785	788
787	304
787	303
788	536
789	448
790	818
791	1563
792	377
836	119
843	1465
846	664
846	663
847	160
848	1264
850	494
850	495
850	497
